,annot,count
22733,WAKING UP FROM SEDATION,5
15028,HH?,5
24484,SHARP F7-T3,5
4767,EOG NOT ON,5
17644,ELECTRODES ARE GOOD,5
2183,TURNING ONTO SIDE,5
38450,?L TEMP SSS,5
52787,L OCCIPITAL SPIKES,5
22731,EO BLINKING,5
29727,is moving,5
25654,t6,5
8113,BIL THETA,5
29942,STIM RIGHT HAND,5
5700,SEC EKG,5
38437,PS LEFT HAND,5
26206,POST HV 2 MINS,5
28869,v waves,5
11080,EYE BLINKING SEEN,5
5731,ARTIFACT T6,5
10793,EKG A1,5
28854,WILL FINISH UP NOW ,5
22938,Touching electrodes,5
40343,oct,5
884,R WICKETS,5
23017,PT COUNTING BACKWARDS BY 3 FROM 100,5
28860,getting drowsy,5
9728,R THEN L F-T,5
16698,BLINKIG,5
42636,LIGHT SL EEP,5
38271,pt sat up,5
2308,WILL PRESS ON O1,5
20541,PT IS SEDATED,5
49419,NURSE TAKING BLOOD,5
8116,RUB FOREHEAD,5
22638,LEFT HAND STIM,5
42590,?sss,5
16703,CAT COUGAR,5
29927,7 HZ PDR,5
4803,goin to alert pt,5
20125,DIMMING LIGHTS,5
10779,LIGHT SLEE[,5
8212,LEFT EYE OPEN,5
9619,GET PT TO COUNT BACKWARDS FROM 50 BY 3S,5
24421,RT TEMP WICKETS?,5
17994,OPEN JAW,5
22642,ASLEEP EC,5
41564,MOVEMENT OF HEAD,5
40544,WILL END TEST HERE,5
13499,WILL TURN OFF LIGHT,5
22989,WILL PRESS EKG,5
12661,Pt moaning,5
2640,CALLING OUT,5
10781,LESS COMMENTS FOR SLEEP,5
32481,BITEMP SLOW VS DROWSY,5
20124,ASKED TO RELAX,5
51511,yelling,5
34230,YAWN ,5
22944,BI T SLOW,5
19156,WILL WAKE PT SOON,5
13914,LT T ,5
32484,nod,5
26185,ENC RELAXAITON,5
598,LT TEMP ,5
10725,SHOULDER MOVT,5
25777,EO HEAD MIDLINE,5
8126,WEAKENING,5
29131,lambda,5
22946,GEN'D SLOWING,5
15730,TRIPHASIC WAVES?,5
5679,TECH WRAPPING PT HEAD IN GAUZE,5
36035,ENCOURAGING PT TO STAY STILL,5
26104,MOM TICKLING PT,5
32211,pt drinking water,5
38699,breathing heavily,5
49968,9X7?,5
4435,TECH ENCOURAGES PT,5
12406,TECH HOLDING HEAD,5
11926,STAR PS,5
59414,left posterior sharps,5
13832,PT SEEMS RESTLESS,5
5197,ROLLING ONTO BACK,5
78754,SIT UP,5
13163,EYS REMAIN CLOSED,5
9518,HEAD TO CENTER,5
29402,PT TURNING ON SIDE,5
15134,HAND MVT,5
8409,LT POST,5
58160,TREMBLING HAS STOPPED,5
16795,EKG PVC?,5
21402,PT DOESN'T CLOSE,5
14645,WILL CHECK A2,5
47110,EMG IN FRONTALS,5
995,WHISPERING TO SELF,5
11943,LAMP OUT OF WAY,5
12648,WILL TRY TO FIX EKG,5
12087,TOUCHING BED,5
23150,PT VERY FIGITY,5
22448,Pt not responding,5
19963,T5 SPIKE?,5
18179,ARMS UP,5
12518,SENS DOWN,5
53068,REAPPLIED A2,5
2479,supine - head midline - ec- awake,5
6070,WILL CHECK T3,5
34285,RESUMED HV,5
28477,c4?,5
17862,ltos of mvmnt,5
66679,PASUED,5
62499,10-11HZ PDR,5
43439,HEAD LEFT  EEG SENS 10,5
14882,getting up,5
10573,LIGHT SLEEP W SNORING,5
40438,CALL NAM,5
50017,LFF1 HFF70 SENS7UV/MM,5
19670,WILL SET UP PHOTIC SOON,5
34737,BI F,5
8422,MOVE LEGS,5
5147,LATERAL EYE MOVTS,5
7959,MEDICATION CHANGE,5
11189,MOVEMNT,5
5993,HAND AT FACE,5
5201,AA,5
24140,chewing on tubes,5
38644,C4 T4,5
14881,going to aler pt,5
52661,STICKS OUT TONGUE,5
34839,SCRATCH,5
53027,HFF=70Hz,5
55888,LEFT ,5
20529,GET PT TO COUNT BACKWARDS FROM 100 BY 3S,5
37397,VERY DROWSY EC,5
49098,SHARPS?,5
689,Slightly drowsy,5
5176,ONR SIDE,5
14900,EKG ARTIFACT THROUGHOUT,5
8339,L >R F-T SLOW,5
29469,RIGHT HAND MOVTS,5
15584,HV RESUMES,5
10904,RIGHT ARM SHAKING,5
5292,playing w/ pinwheel,5
8755,FRONTAL MUSCLE,5
13472,PT GETTING DROWSY,5
90621,?L TEMP SHARP,5
12472,TALKING PT,5
18193,VERY LITTLE CHEST MOVT,5
22465,jaw clenching,5
8342,PT OPENS EYES BRIEFLY THEN CLOSES,5
30355,counting backwards,5
54933,HEAD REMAINS S LEFT,5
9507,NODDING ,5
26426,SNORTS,5
14658,HEAD SLIGHTLY LEFT EO,5
16081,Mouth movements,5
4458,F3 F7,5
4465,dys,5
2827,SENS AT 5,5
8758,DONKEY,5
6072,TOUCHING F7,5
15818,SCRATCHES CHIN,5
48709,T5 SHARP?,5
41621,C3=T3,5
17839,head up,5
5296,TESTING PHOTIC,5
25880,DECEREBRATE POSTURING,5
6027,pt resting qietly,5
32539,10-11 pdr,5
24571,Asking pt to keep mouth open to relax ja,5
64364,++EYE MOVTS,5
30361,SPELL ABBOTSFORD?,5
8743,arm jerk,5
6033,noise in hallway,5
75334,MANY TWITCHES,5
21625,ASK PT BDA,5
21008,Waking pt,5
13585,TECH TOUCHING F8,5
16088,FRAGMETN,5
6037,L>R theta,5
1977,GEN'D?,5
16626,REMOVED CLOTH FROM EYES,5
17510,ARTIFACT ??,5
14078,head mid awake,5
14664,SHIVER,5
21623,GOOD EFFORT CONTINEUS,5
28542,STILL BREATHING,5
21760,GET PT TO COUNT BACKWARDS FROM 100,5
1996,ASK PT TO RELAX JAW AND FACE,5
22802,PT WHEEZING,5
459,NO RESPS,5
17508,TECH REPLACING A2,5
11818,SHAKE PT,5
24565,RLS,5
19674,PT HAS STOPPED CRYING,5
14685,spell last name,5
29427,PT SITTING,5
2368,EOG NOTCH ON,5
44845,PT SAYS CHEESE,5
34617,BI-F-T SOW,5
8369,will alert pt now,5
62956,PERSISTENT R HAND TREMOR,5
22770,HOLDING HEAD,5
19952,RIGHT LEG,5
16758,ASK PT TO BREATH THROUGH NOSE,5
40693,TECH STILL HOLDING PT HEAD STILL,5
24581,TOUCHING EKG LEADS,5
37451,PT MOANING IN PAIN,5
13579,TECH TOUCHING C4,5
11958,STOP ,5
13218,GEN?,5
5930,COUNT BACKWARDS FROM 100 BY 5,5
45022,RT ARM,5
28458,LAST NAME,5
6145,SENS10 LFF1 HFF70,5
2354,underlying theta,5
32590,ASK PT HOW OLD SHE IS,5
19205,STARING,5
22836,HAND TWITCH,5
5217,GEN SLOW WITH LT F-T MAX,5
8699,sharp?,5
21753,CLENCH AND RELAX,5
37956,LYING ON RIGHT,5
7996,WILL PRESS ON O2,5
41585,rt leg,5
20190,EEG SENES 7,5
4407,rubs eyes,5
25536,pt moving hands,5
764,MHM,5
4562,pt upset,5
6141,PLAYING WITH PHONE,5
5941,NOTCH IS OFF,5
45519,BILAT DELTA,5
42544,PHOTIC STARTED,5
34277,SHARPLY CONTOURED THETA,5
2362,t4 popping,5
73359,SOMEWHAT LESS ARTIFACT,5
41586,stop no response,5
2495,TECH TOUCHING PZ,5
21003,"F7, T3",5
35544,STICKING OUT TONGUE,5
40689,PT TALKING TO PPL NOT IN ROOM,5
20080,good effort to start ,5
15694,WILL PRESS A1,5
16933,HAND MOVT,5
14682,EMG IN T3,5
10628,AGITATED,5
12652,WILL MOVE EKG LEADS,5
1012,HEAD MVOT,5
24392,HEAD CENTER SLIGHTLY RIGHT,5
5103,MIDDLE NAME BACKWARDS,5
16613,WEAKENING EFFORT,5
14694,quiet,5
53396,WRONG MONTAGE,5
19069,TECH PRESSING P4,5
24533,fighting,5
9827,15 HZ,5
55705,R FOOT DORSIFLEXION,5
5223,pswoy?,5
22497,L>R POST TEMP SLOW,5
20054,PT COUGHS,5
9828,70 HZ,5
5118,WHAT YEAR?,5
86323,EXTREMELY SHALLOW CHEST MOVTS - NO BREAT,5
8725,ASKING LOCATION,5
25968,JUMP,5
85440,D/C BREATHING SOUNDS,5
24542,FOLLOWING,5
5972,PT TOUCHING EOG,5
9531,SMILING ,5
21424,WILL END EEG NOW,5
25452,APPEARS TO BE ASLEEP,5
16928,MOUTH MOVT EARLIER,5
8717,GOOD EFFRT,5
25982,?LT PARIETAL SLOW,5
24099,R post,5
49780,hands shaking,5
44630,chewing movements,5
14693,L temp slow,5
5347,PRESSED ON FP1,5
33980,PT CALMING DOWN,5
5090,"PT OPENS EYES BRIEFLY, THEN CLOSES",5
11168,inc EKG sens,5
20926,L EOG OFF,4
19099,serns 7,4
61245,TECH STILL APPLYING ELECTRODES,4
19122,PLAYING WITH TOYS,4
67423,?CZ SPIKE,4
55474,LITTLE TO NO EFFORT,4
19746,RELAX JAW AND FORHEAD,4
12573,pt eyes are open,4
9741,zebra,4
19102,TRYING TO GET EC,4
27218,?R F-T SSS,4
7248,"EYES CLOSED, AWAKE, HEAD MIDLINE, SUPINE",4
39530,EKG SEN 30,4
16200,CLOSED EYES BRIEFLY,4
215,HEAD ON RIGHT SIDE,4
816,scratching eye,4
33735,L TEM P DYS,4
50701,eyes are still open,4
41166,hospital,4
12320,WILL CHECK ON CZ,4
9347,79,4
34095,good effort overall,4
44914,HEAD LIFTED OFF PILLOW,4
12643,INDEP. BI-F-T,4
34683,PHOTIC NOW,4
60408,WIPING TEARS FROM EYES,4
51016,LEFT FRONTAL THETA,4
10052,DELTA RFT,4
25895,BACKGROUND DIFFUSELY SUPPRESSED,4
8199,QUITE DROWSY,4
39725,ENCOURAGING ,4
821,HEAD SLIGHTLY LEFT  EEG SENS 7,4
40550,EMG IN T4,4
717,head mid ec,4
8530,resps,4
1249,BI-POST TEMP SLOW,4
40461,drowsy theta?,4
15969,SENS 15 ,4
23766,EYES ARE OPEN HEAD SLIGHTLY LEFT,4
19408,CLINICALLY ASLEEP,4
1247,?PSWOY,4
8359,GEN SLOW WITH R F-T MAX,4
26978,RT > LT TEMP SLOW,4
13907,WILL TRY TO ALERT PT AGAIN,4
60902,LET EC = EYES ARE CLOSED,4
34745,BITEMP ,4
13953,DIFFICULT TO KEEP PT AWAKE,4
48971,PT ASKING HOW LONG,4
83511,?V WAVE,4
730,RELAX JAW AND AREA AROUND EYES,4
8525,loud snore,4
26995,RT HAND TWITCH,4
25741,AFTER HV,4
23832,RT POST-TEMP THETA,4
15992,DELTA RT,4
10055,sens 10 Uv/MM,4
13531,SHARPLY CONTOURED LT TEMP,4
19056,MOV,4
34113,NO EEG CHANGES,4
9669,going to alert pt for PS,4
34750,ABBOTSFORD REGIONAL,4
1266,asked pt to open mouth,4
9113,?P3 SPIKE,4
8390,LT SHARPS,4
41217,UNSURE,4
23773,PT GETTING AGGITATED,4
13978,pt had great effort in hv,4
20790,FP1 REAPPLIED,4
19351,R> L F-T SLOW,4
44631,half mast,4
25824,A2 REAPPLIED,4
40493,ex,4
20939,ALLOWING PT TO FALL ASLEEP,4
13925,TWITCHING HIS NOSE,4
34135,TECH ADJUSTING NECK ROLL,4
12607,HEAD LEFT ON NECK ROLL,4
13985,ASK TO SQUEEZE HANDS,4
50690,chin resting on chest,4
64845,UNRESPONSIVE EC HEAD MIDLINE EEG SENS 10,4
19088,TECH TOUCHING F3,4
34780,NO HV EFFORT,4
13390,TURNING ON LEFT SIDE,4
45152,eyse are open,4
174,TURNED EKG SENS DOWN,4
9713,EO HERE,4
19082,RT SHARPLY CONTOURED,4
34723,WILL TRY PEO,4
24884,STIM RIGHT FOOT,4
19367,TECH ASKS PT TO KEEP HEAD STILL,4
24955,STILL THINKING,4
27064,PT MOVING RIGHT LEG,4
25966,SHAKING HEAD SIDE TO SIDE,4
39614,DYS?,4
14245,ASK TO RELAX JAW AGAIN,4
10100,awakw,4
16268,PRESSED ON FP2,4
41504,WILL PERFORM PHOTIC WHILE PT ASLEEP,4
19760,F8 T4,4
20729,LEGS MOVE,4
19547,t4 spike?,4
68056,PHOTOSENSITIVE,4
50730,HEAD LEFT SUPINE,4
7326,WILL DO STIM,4
51477,MOM ENCOURAGING PT TO STAY STILL,4
7343,emg artifact,4
24904,pt rubbing eye,4
41104,HEAD S RIGHT EEG SENS 15,4
7347,pt touches head,4
16398,LTEMP THETA?,4
27098,PT WANTS TO GET UP,4
21122,PT SUPINE,4
34063,face twitching,4
12476,headm idline,4
58754,T6 SLOWING,4
9214,RIGHT EYE TWITCHING,4
40372,SPONTANEOUS EYES CLOSED,4
40371,PDR9-10,4
50914,head lifted,4
34145,WILL ATTEMPT PASSIVE EC,4
13980,alseep,4
51474,AWAKE EO HEAD MIDLINE EEG SENS 20,4
64848,STOP - WEAK WITHDRAWAL,4
7360,pt scratching eye,4
149,GIVE HINT,4
34772,LEGS MVT,4
9203,SORRY WRONG BUTTON,4
41497,TECH CHANGING ELECTRODE,4
672,?T3 SPIKES,4
16267,ORIENTED X3,4
8275,ASKED PT TO RELAX,4
18726,passive eo,4
13388,DIFFICULT TO ROUSE,4
24785,BI F-T DELTA SLOW,4
19359,GEN SLOW WITH RT F-T MAX,4
20811,LT F-T SLOW WITH ?WICKET,4
83786,didnt pull away,4
25789,HEAD MOVING SIDE TO SIDE,4
19430,LYING STILL EYES CLOSED,4
44620,HEAD MOVTS WITH HV,4
44649,?T3-T5 SPIKES,4
24365,PT CONTINUES TO SLEEP,4
24362,BLOOD PRESSURE CUFF,4
13662,PT BACK TO SLEEP,4
72047,BREACH RHYTHM C3,4
60364,pt moving legs,4
8487,TRYING TO TOUCH HEAD,4
41040,TECH PRESSES ON T6,4
27024,GOOD / EXCELLENT EFFORT,4
60421,EYESA RE OPEN,4
55152,leamure,4
25790,CRYING STILL,4
46743,pt snoring lightly,4
35062,TECH MOVING HEAD,4
13956,FOREHEAD TWITCHING SEEN,4
24408,R>L F- TSLOW,4
24814,60 HZ ON EOG AND EKG,4
61263,CAN YOU HEAR ME?,4
34754,SUBHARMONIC DRIVING,4
44654,PT LYING ON LEFT,4
23819,RT POST-TEMP/PARIETAL SLOW,4
8497,?GEN DYS VS DROWSY,4
41873,EKG REPLACED,4
46746,pt sleeping,4
19077,DROWYS,4
19749,checking leads,4
44947,LABOURED RESPS,4
41475,L> R F-T SLOW,4
13526,T6 DELTA,4
9251,PEC ON,4
10105,pt resting quietl,4
8474,SLIGHT LEFT,4
33674,august,4
19080,Good Efforrt,4
8416,WILL SET UP AND EXPLAIN PHOTIC,4
43834,HFF=15HZ,4
25816,LFF 3HZ,4
41127,VERY SQUIRMY,4
54804,HEN,4
8415,RESPONDING,4
9335,BACKWARDS,4
19556,TALK TO OT,4
7385,DROWSINESS??,4
19589,FOREHEAD MOVEMENT,4
107,MILD BITEMP SLOW,4
39678,STUPOROUS,4
20731,CALING NAME,4
8466,LT TEMP UNDERLYING SLOW,4
44951,PT SAYS HE'S TIRED,4
189,MOM MOVING IN BED,4
10073,LIGHT SLEEP / DROWSY,4
41059,ASK PT IF COMFORTABLE - SHE SAYS YES,4
19559,WILL REPEAT 21 HZ,4
663,TECH DEMONSTRATES FOR PT,4
9161,DOESNT KNOW DATE,4
19013,review,4
10072,EKG CONTAM IN A1 AND A2,4
60420,P3?,4
19399,R RMTD,4
9160,RIGHT TEMP DYS 2-3,4
25937,DAMP CLOTH OVER PT'S EYES,4
12590,DATE TODAY ,4
12665,reapply T4,4
58283,Head Movement,4
25514,tech touching wire,4
51626,asking pt to relax mouth,4
14126,PT COUNTING BACKWARDS BY 3,4
34573,R F-T SLOW AS WELL,4
25317,HEAD MIDLINE EC ,4
48262,PASSIVE ec,4
7742,WILL ALERT HERE AND DO PHOTIC,4
7740,FRONTAL DYS,4
14127,GAVE PT A BLANKET,4
20707,SEDATED AND VENTILATED,4
26613,TOUCH WIRES,4
1077,IN HOSPITAL,4
25315,PT COUNTING BY 3,4
64811,GET PT TO KEEP HEAD STILL,4
8714,GOOD EFFORT IN HV,4
34914,NO REPLY,4
26337,ASKING PT HIS NAME,4
78987,RIGHT TEMP?,4
26328,BLINKING W EYES CLOSED,4
26626,DRIVING R>L,4
13842,TWTICHING BY R EYE,4
26604,LEFT ANTERIOR TEMP,4
26601,R HEMI,4
8903,PT ALERTED BY TYPING,4
19262,PT OPENED EYES EARLIER,4
8732,SCRATCHING LEG,4
14119,AWAKE EC,4
34890,HEAD BOB,4
18921,GEN'D DYS,4
18922,MOUTH TWITCHING,4
44827,PT WANTS WATER,4
8872,ARTIFACT WITH RESPS,4
72574,alerting patient,4
46773,LIGHTS ON ,4
66728,WILL END NOW,4
18928,HEAD ON LEFT,4
7757,POPPING,4
18925,TECH ENCOURAGE RELAX,4
66378,PT CLOSES EYES NOW,4
24148,HEAD MOVT WITH INHALATION,4
25326,PT TRYING TO GET OUT OF BED,4
471,EKG OK,4
8886,LFF1 HFFF70 SENS7,4
55247,ASK TO COUNT,4
13606,TECH HOLDING PT HEAD,4
13444,9.5HZ PDR,4
41718,NO CHANGE ,4
7948,one here,4
948,ROLLING OVER,4
9434,left spikes,4
41269,TECH CALLS PT'S NAME,4
44820,TRYING TO GET PT TO CLOSE EYES,4
87158,head jerked left,4
51117,SCRATCHING LEFT CHEEK,4
39938,hd rt,4
9428,may,4
12416,WIPING EYES WITH TISSUE,4
26670,TENSE AGAIN,4
13766,RIGHT LEG MOVT,4
20855,TECH ASKS AGAIN,4
1106,ASK TO EC AND RELAX,4
13852,TWTICHING BY EYE,4
24679,ask pt to open jaw,4
938,MOM WILL WAKE PT,4
40875,pt is a bit restless,4
58081,EYEBROW TWITCH,4
8025,CALLING PATIENT,4
14056,LETTING PATIENT KNOW WE HAVE TWO MORE MI,4
14146,SENS 7uV/mm,4
25549,BI TEMP L>R,4
8693,left spike?,4
72288,TECH MOVING PT,4
8919,RT>LT TEMP SLOW,4
40688,RIGHT THEN LEFT,4
25302,STOPPED TOUCHING,4
7714,SLIGHT BODY JERK,4
26314,PT REACHING FOR SOMETHING NOT THERE,4
25297,MONTH AND YEAR,4
7708,PT ++ CONFUSED,4
8916,PT ROLLING ONTO SIDE,4
34931,encourage rest,4
43793,LT WICKET,4
26648,SPELL #3,4
51763,TECH PRESSING ELECTRODE,4
51760,APR 18,4
351,MOVED LAMP AWAY,4
66669,"HEAD MIDLINE, EYES CLOSED, SUPINE AWAKE",4
9441,many spikes,4
8923,ON RT HOLDING RAIL,4
8006,WILL DO L HAND NEXT,4
19268,MVING HEAD,4
44694,RIGHT FRONTAL THETA,4
41274,HEAD RIGHT NOW,4
18920,REPEATS QUESTION,4
8735,ENCOURAGING STILLNESS,4
16388,JUNE 2018,4
41662,C3 POP,4
14101,gen burst,4
26510,L F-T SLWO,4
51180,AWAKE HEAD RIGHT EC,4
14103,notch in,4
51671,STRONG FINISH,4
26455,STARING AT TECH,4
26451,THIKNING,4
415,L>r,4
34855,++MVMT,4
997,EYES REMIAN OPEN,4
21023,NOTCH FILTER ON FOR ICU RECORDING,4
25460,GOOSE,4
80019,YELL,4
20756,SMALL MOVTS,4
48451,spitting,4
7838,ASLEEP EC HEAD MIDLINE - EEG SENS 7,4
67159,C4 artifact,4
58884,RT FRONTAL DYS,4
24057,head mmvnts,4
1025,R PARIETAL THETA,4
24104,head down,4
67711,R>L POST-TEMP SLOW,4
24601,NAEM ANIMAL,4
25444,PT IS BLINKING,4
72317,face mvt,4
58561,CORRECY,4
40068,BODY TWTICHING,4
25430,EEG AT SENS 20,4
48083,?DYS IV,4
49027,PT BECOMING UPSET,4
26491,lying quiet and Still,4
7865,asking pt to relax face,4
48370,GEN DEL,4
13816,COUNTING BACKWARDS BY 5 FROM 100,4
44841,PT HAVING A TANTRUM,4
51188,CAREGIVER STILL ON PHONE,4
58151,HEAD/SHOULDER TREMBLING,4
7885,lots of movement with respiration,4
19497,JERK OF HEAD,4
8779,TECH CALLING PTS NAME,4
51693,CHECK,4
25411,IND LT F-T SLOW,4
19675,YELLS,4
7889,diffuse build up,4
51216,END HV HERE,4
51173,WILL GIVE PT PINWHEEL FOR HV,4
51230,POST THETA,4
24558,BOTH ARMS POSTURING,4
7798,L POST SLOW,4
461,PT ASKING FOR BLANKET,4
78250,NO RESPONSE TO TECH,4
25363,ec hm,4
16031,COUNT BACKWARDS FROM 100 BY 3,4
40125,L EOG ARTIFACT,4
21035,COMA HEAD LT EYES CLOSED,4
83417,R T SLOWING?,4
48094,F8-T4-T6,4
40002,GAGGING ON TUBE,4
19215,ONGOING EYE OPENING AND CLOSURE,4
7779,HV 4 MINS,4
90608,adj elect,4
67779,ELECTRODE ISSUE,4
50560,FIXING PHOTIC,4
26392,TUNING FORK START,4
1061,EYE MVOVMENT,4
43672,PT RESPONDING,4
33911,movment,4
19487,EKG ART PRESENT,4
21026,JAW MUSCLE ARTIFACT,4
26550,WILL PRESS ELS,4
63769,MUSCL,4
46703,ER,4
51712,MSUCLE ARTIFACT,4
7823,is resting quietly,4
51171,MMVT WITH RESPS,4
26533,GOING TO START ALERTING PATIENT,4
62341,TOES UP,4
9899,PT PAUSES,4
19248,MUSCLE++++,4
45036,6TH,4
8757,2 ANIMALS START WITH D,4
19494,YEAR>,4
25366,BI-FRONTAL DELTA,4
34325,supine - head midline - ec - drowsy/ligh,4
51722,awke,4
7808,??FRAGMENT,4
19218,BIF-T-S LOW,4
26415,TRIPHASIC WAVE??,4
51165,MUSCLE SPICULE,4
9851,27-3,4
458,STOPPED RESPS,4
21009,Trying to wake pt,4
14148,some pswoy,4
323,TALING,4
8033,TECH FIXING SPH,4
83087,??T6 SPIKE,4
20895,*********,4
24204,CHIN TREMOR,4
55222,C3-P3 SPIKE?,4
51863,EYE MOVS,4
19312,RT>LT TEMP,4
55295,R F,4
9580,CONSTRUCTION HAMMERING,4
9051,DOB ,4
50879,OVERALL SATISFACTORY EFFORT,4
8137,EYE TWITCHING,4
26167,UNRESPONSIVE EYES CLOSED HEAD SLIGHTLY L,4
13730,FP1?,4
40972,sitting,4
46725,SPIKE/POLY SPIKE AND WAVE,4
19450,swallowing,4
50500,RAISES LT ARM,4
85614,RT ANT SHARPS?,4
19151,T3 THETA,4
16380,nice driving,4
25095,vent,4
863,WILL PRESS F3,4
24715,LT F-T SLOW WITH EYES OPEN,4
16300,ASK TO KEEP HEAD STILL,4
25664,60 hz,4
26853,RESP ARTIFACT IN PZ,4
19294,notch filter tried,4
51298,T6 UNDERLYING SLOW,4
9995,RT TEMP WICKET?,4
7879,pt restin gqueitly,4
16371,PUTTING BLANKET ON PT,4
19453,encouraging sleep,4
7552,LEFT FRONTAL MAX,4
26188,ARTIFACT IN P4,4
26186,PRESS P4,4
24473,HEAD RIGHT   EEG SENS 7,4
40269,head jerk,4
33792,T3 T4,4
10002,COUNT DOWN BY 2'S,4
25121,LIGHT SLEEP - CANNOT HEAR RESPIRATIONS,4
8127,LOTS OF BUILDUP,4
40963,laying on left,4
24203,BLINKING EYES HALF CLOSED,4
9044,REAPPLYING CZ,4
864,PRESSING F3,4
7519,PT LYING BACK DOWN,4
8585,CALLING PAT,4
67070,repeates,4
51530,HEAD LT  EEG SENS 30,4
80182,LT FOOT TWITCH,4
41404,NOT BLOWING,4
25724,snail,4
16107,INDEP. BI-F-T DELTA,4
19125,REACHING FOR MOM,4
41819,EC HERE,4
16259,PHOTIC END,4
24735,MOM TOUCHING PT FACE,4
26116,TECH CHECKING PHOTIC CABLE,4
40558,finished checking leads,4
51329,Sneeze,4
8545,HEAD MOVMENT,4
8544,"HEAD MIDLINE, EYES CLOSED, SUPINE, DROWS",4
24244,TAPPING DESK,4
21106,WHAT DAY IS IT TODAY,4
26944,EXPLAINING hv,4
20976,WILL CHECK ON O1,4
7463,11Hz,4
34034,RESP ARTIFACT T6,4
19735,COUNT BACKWARDS FROM 30,4
57980,RT C-T-P SLOW,4
26931,EYES CLOSED INTERM DROWSY,4
26140,PT ASKING FOR CLARIFICATION,4
20746,TENSING UP,4
9583,ENCOURAGE BREATHE NORMALLY,4
48026,C3-P3 SPIKE,4
26904,RELAXED AND AWAKE,4
26905,PHOTIC COMPLETED,4
10021,A1,4
40298,touched wires,4
57990,LEFT TEMP DELTA,4
18781,LT F-T ?WICKET,4
54844,WILL MOVE EKG,4
61143,WIGGLING FEET,4
7494,NOTCH R EOG,4
9069,will do photic,4
25082,TECH ASKS PT TO RELAX JAW,4
41549,sternal rub,4
34538,BITING TUBE,4
55138,started,4
19319,licls lips,4
41813,OPENES EYES,4
67311,RIGHT THETA,4
16254,MOVING HEAD SLIGHTLY,4
1179,eys closed,4
34234,C4-T4,4
18979,OPENED MOUTH,4
20994,VENTILATED EYES CLOSED HEAD SLIGHTLY LT ,4
7640,TECH FIXING LEADS,4
41365,LETHARGIC,4
26767,self aroused,4
40214,PT ROLLING OVER,4
41255,STOP TAP,4
8058,MOUTH MOV'TS,4
24501,SUCKING BOTTLE,4
18818,RT F-C-P SLOW,4
24500,SUCKING ON BOTTLE,4
8976,PT CONTINUES HV WITH GOOD EFFORT,4
58832,SEE EKG,4
23950,ASKING PT IF SHE IS OK,4
8977,GEN S+W FRAGMENTS,4
40903,MYOCLONUS OF JAW,4
41373,CHEWING MVTS,4
39844,LEFT HAND TREMOR,4
915,TRIED TO GET UP,4
7615,LOTS OF MOVEMENT ARTIFACT,4
8070,TECH HOLDING PT HANDS,4
46683,WILL TRY TO KEEP PT ALERT NOW,4
26762,slowing?,4
41575,ASLEEP ????,4
46780,WILL WAKE NOW,4
40654,PT WILL NOT CLOSE EYES,4
44586,VENTILATED AND INTUBATED,4
45007,WHOLE BODY TREMORING,4
67865,HR 103,4
26287,ENCOURAGE TO KEEP EYES CLOSED,4
9549,PVC?,4
24517,no hv due to age,4
13762,MOVT RIGHT LEG,4
51597,AROUSAL MOVT,4
26285,EYES SLOWLY OPENING,4
9421,DAD TICKLING PT,4
26273,EKG CONTAMINATION IN A1,4
51594,ENCOURAGE PT TO STAY STILL,4
48223,MVMT FROM MUM,4
44589,GIVING MEDS,4
19181,OCT 23,4
9551,lying quiet and still,4
40200,TURN LIGHTS ON,4
25594,LEFT FOOT ,4
20884,PT TOUCHES HEAD,4
51588,CHANGE EKG SENS,4
8635,HUSBAND AT BEDSIDE,4
44702,PT ASKING FOR WATER,4
13618,PASSIVE,4
50640,?F8 SPIKE,4
16177,UNRESPONSIVE VENTILATED EC HEAD MIDLIEN ,4
71841,GASPING FOR BREATH,4
8614,ONE INCREASE,4
8613,LAMBDA?,4
55373,TELL PT SHE CAN RELAX WITH EYES CLOSED A,4
889,R WICKETS?,4
34813,TURTLE,4
9012,ITCH NOSE,4
24485,COUNT,4
1170,hea dmidline,4
34371,BIPOSTERIOR THETA,4
1171,is sleep deprived,4
34381,8 HZ PDR,4
34384,ASK PT IF OK SO FAR,4
34385,PT INDICATES YES,4
33802,VERY UPSET,4
8608,T5 THETA,4
23914,PT TRYING TO COVER EYES,4
9020,sens 7',4
879,FIRST NAME BACKWARDS,4
25176,STIM LEFT FOOT,4
40237,GEN THETA WITH BI-F-T MAX,4
63821,?RIGHT TEMP SHARP,4
25637,?R TEMP WICKETS,4
50634,F7 SHARP?,4
7605,LT TEMP TEHTA,4
283,SCRATCHED HEAD,4
54953,L F T S,4
49011,NO MOVT SEEN,4
8080,TECH REPLACING EOG,4
16146,PINK DOG,4
44537,LEFT POST,4
18970,L POST TEMP THETA,4
8993,CORRECTION: EEG SENS 15,4
19461,slow here,4
9406,MURMURS,4
55232,ATTEMPTING HV,4
8628,SNORING??,4
8626,ES OPEN,4
40627,MOTUH MVMTS,4
8623,STOPPED MOANING,4
24692,TECH TOUCHING EKG,4
1160,double harmonic,4
41313,HEAD SLIGHTLY LEFT NOW,4
28236,QUIET AND CALM,4
30022,R HAND,4
4111,PT BREATHING NORMALL,4
44376,RUBBING ARMS,4
5007,F3-C3,4
